Trade.Time,Last,Change,X..Change,Open,High,Low,Volume,symbol
2019-12-26T21:00:47Z,100.71,0.5699997,0.5692028,100.34,100.75,100.11,3245357,NKE
2019-12-26T21:00:01Z,38.49,0.4600029,1.209579,38.3,38.69,38.0768,247241,SGH
2019-12-26T21:00:01Z,158.67,1.2899933,0.8196678,157.56,158.73,157.4,14526927,MSFT
2019-12-26T21:02:51Z,216.38,2.1200104,0.98945695,214.65,216.99,214.33,6746494,BABA
